person_id,first_name,middle_name,last_name,display_name,phd_year,phd_institution,interests,google_scholar_id,openalex_author_id,orcid,semantic_scholar_id,researchgate_url,linkedin_url,personal_url,notes
324,James,W.,Hughes,James Hughes,1999,Rutgers University,"Housing & Real Estate Markets, Demographics, Analysis of Regional & State Economies",,,,,,,,
325,Carmelo,,Ignaccolo,Carmelo Ignaccolo,2025,MIT,,g8Q6IToAAAAJ,A5014178643,0000-0002-7149-2511,,,,,
326,Radha,,Jagannathan,Radha Jagannathan,1999,Princeton University,,DDopjFkAAAAJ,,,,,,,
327,David,,Listokin,David Listokin,1978,Rutgers University,"Housing, Fiscal Impacts, Historic Preservation",,A5063841094,,,,https://linkedin.com/in/david-listokin-7276b717,,
328,Kathe,,Newman,Kathe Newman,2001,CUNY,"Urban Politics, Urban Revitalization, Community Development",a9NL4mwAAAAJ,A5048554443,0000-0001-8320-6263,,https://researchgate.net/profile/Kathe_Newman,,,
329,Robert,,Noland,Robert Noland,1992,University of Pennsylvania,,QQOnlW8AAAAJ,A5044787869,0000-0003-0775-0624,,,,,
330,Will,,Payne,Will Payne,2020,UC Berkeley,,OkqzTFcAAAAJ,A5004317057,0000-0002-2223-7864,,,,,
331,Kelcie,,Ralph,Kelcie Ralph,2015,UCLA,,1TPJPWwAAAAJ,A5067088159,0000-0003-4316-3195,,,,,
332,Andrea,,Restrepo-Mieth,Andrea Restrepo-Mieth,2019,Cornell University,,ws6Obu8AAAAJ,A5071886532,0000-0002-6791-7345,,,,,
333,Hal,,Salzman,Hal Salzman,1998,Brandeis University,,,A5000469305,0000-0003-3036-3286,,,,,
334,Eric,,Seymour,Eric Seymour,2016,University of Michigan,,2sca56AAAAAJ,,0000-0002-1906-3701,,,,,"un-accepted 2026-09-15: OpenAlex 2,329 citations against 739 from google_scholar (3.2x); probable namesake"
335,Mi,,Shih,Mi Shih,2010,Rutgers University,"Processes of Urbanization in China and how they shape Chinese Cities, Local Places, and People’s Everyday Lives, Urban Redevelopment and its impact on Property and Civil Rights, Land Commodification, Urban Expansion and Rural Land Conversion in Peri-urban Areas, and Grassroots Participation and Urban Planning.",Yu63i0UAAAAJ,A5010209545,0000-0002-9197-9386,,,https://linkedin.com/in/mi-shih-69b32343,,
336,Michael,,Smart,Michael Smart,2011,UCLA,"How Social Networks Influence Activity Patterns in Neighborhoods, Urban Modeling and Simulation, and Geographic Information Science.",pZuyPwYAAAAJ,A5103045655,0000-0003-3739-2725,,https://researchgate.net/profile/Michael_Smart2,https://linkedin.com/in/mike-smart-3b5a363,,
337,Piyushimita,,Thakuriah,Piyushimita Thakuriah,1994,"University of Illinois, Chicago",,,A5011913902,0000-0002-5681-2353,,,,,
338,Wenwen,,Zhang,Wenwen Zhang,2017,Georgia Tech,,FBjPT3wAAAAJ,,,,,,,
339,Richard,,Alomar,Richard Alomar,1994,Louisiana State University,,9pl5xI8AAAAJ,,,,,,,
340,Anette,,Freytag,Anette Freytag,2011,ETH Zurich,,B1-st0oAAAAJ,A5041942245,,,,,,
341,Jean Marie,,Hartman,Jean Hartman,1984,University of Connecticut,"Plant Ecology, Ecological Design",thJhOCUAAAAJ,A5112632145,,,,https://linkedin.com/in/jeanmarie-hartman-226450a,,
342,Wolfram,,Hoefer,Wolfram Hoefer,2000,TU Munich,,,A5070228266,,,,https://linkedin.com/in/wolfram-hoefer-4917942b,,
343,Kate,,John-Adler,Kathleen John-Alder,2008,Yale University,,,,,,,,,
344,Laura,,Lawson,Laura Lawson,2000,UC Berkeley,"Urban Open Space, Community Gardening, Social Factors in Design",_7calRUAAAAJ,,,,,https://linkedin.com/in/laura-lawson-7b856246,,
345,David,,Tulloch,David Tulloch,1997,"University of Wisconsin, Madison","Geographic Information Systems, Regional Design",lOLIQZ8AAAAJ,A5061812543,0000-0002-0692-9190,,,https://linkedin.com/in/drtulloch,,
346,Amal,,Ali,Amal Ali,2005,Florida State University,"Planning, Smart Growth, Land Use",,A5020390841,,,,,,
347,Bruce,,Appleyard,Bruce Appleyard,2010,UC Berkeley,,ghYGG94AAAAJ,A5016454601,0000-0003-2105-8079,,,,,
348,Jenna,,Dublin-Boc,Jenna Dublin-Boc,2020,Columbia University,,ohJqKaAAAAAJ,,,,,,,
349,Anna,,Joo Kim,Anna Joo Kim,2011,UCLA,,OaHXcpsAAAAJ,,,,,,,
350,Valerie,,Stahl,Valerie Stahl,2021,Columbia University,,oMm6CBUAAAAJ,A5022403730,0000-0002-2002-3723,,,,,
351,Madison,,Swayne,Madison Swayne,2020,USC,,o86m64IAAAAJ,A5033945697,0000-0003-0913-6716,,,,,
352,Asha,Weinstein,Agrawal,Asha Agrawal,2002,UC Berkeley,"Transportation Planning and Finance, Planning History, and Communication Skills for Planners",N0pt2mgAAAAJ,A5071980920,0000-0003-2328-0263,,https://researchgate.net/profile/Asha_Agrawal,https://linkedin.com/in/asha-weinstein-agrawal-41267b9,,
353,Vincent,,Del Casino,Vincent Del Casino,2000,University of Kentucky,,ObmDWOcAAAAJ,A5075459039,0000-0003-0071-4567,,,,,
354,Gordon,,Douglas,Gordon Douglas,2014,University of Chicago,,6U4EpNgAAAAJ,,,,,,,
355,Lauren,,Hom,Laureen Hom,2018,UC Irvine,,iv3ev14AAAAJ,A5004405356,0000-0001-7450-5229,,,,,
356,Sophie,,Kelmenson,Sophie Kelmenson,2022,UNC,,,A5082933156,0000-0002-9593-1259,,,,,
357,Ayda,,Kianmehr,Ayda Kianmehr,2023,Virginia Tech,,7NSAY8gAAAAJ,A5015393139,0000-0001-8497-1733,,,,,
358,Shishir,,Mathur,Shishir Mathur,2003,University of Washington,"Housing, Growth Management, Public Finance, Strategic Planning and Management",,A5010628593,0000-0003-4601-7636,,https://researchgate.net/profile/Shishir_Mathur2,https://linkedin.com/in/shishir-mathur-b158402b,,
359,Marcel,,Moran,Marcel Moran,2023,UC Berkeley,,GvdJ5eEAAAAJ,A5002619801,0000-0002-5637-4971,,,,,
360,Kathrine,,Richardson,Kathrine Richardson,2006,University of British Columbia,,,A5049839553,0000-0002-2457-993X,,,,,
361,Ahoura,,Zandiatashbar,Ahoura Zandiatashbar,2019,"University of Texas, Arlington",,Bg1_iWcAAAAJ,A5042515938,0000-0001-8198-4619,,,,,
362,Behrooz,,Kalantari,Behrooz Kalantari,1990,Southern Illinois University,"Human Resource Management, Ethics, Organization Theory, Alternative Dispute Resolution, Strategic Planning, Government and Politics of the Middle East.",,A5006876816,0000-0001-6366-6764,,,https://linkedin.com/in/behrooz-kalantari-b004b448,,
363,Clifford,,Atleo,Clifford Atleo,2018,University of Alberta,,KokNYC0AAAAJ,,,,,,,
364,Jonathan,,Boron,Jonathan Boron,2022,Simon Fraser University,,MUWeReEAAAAJ,A5011460152,0000-0002-7326-4467,,,,,
365,Andréanne,,Doyon,Andreanne Doyon,2016,University of Melbourne,,hTFSt6kAAAAJ,A5020845547,0000-0002-1165-8751,,,,,
366,Thomas,,Gunton,Thomas Gunton,1981,University of British Columbia,,,A5059560375,0000-0001-6686-7502,,,,,
367,Megan,,Holden,Meg Holden,2004,New School for Social Research,,ErO8B9MAAAAJ,A5067275272,0000-0002-7112-8613,,,,,
368,Sean,,Markey,Sean Markey,2003,Simon Fraser University,,FoFnJMYAAAAJ,A5087641543,0000-0002-6335-0687,,,,,
369,Tammara,,Soma,Tammara Soma,2018,University of Toronto,,T2Ljk-sAAAAJ,A5085365598,0000-0002-4273-1165,,,,,
370,Shiguo,,Jiang,Shiguo Jiang,2012,Ohio State University,,tJaShosAAAAJ,A5008833262,0000-0001-9088-883X,,,,,
371,Catherine,T.,Lawson,Catherine Lawson,1998,Portland State University,"Transportation Planning, Quantitative Methods & Data Management, GIS, Freight",MepaZWoAAAAJ,A5031593554,0000-0003-4169-2069,,,,,
372,David,A.,Lewis,David Lewis,2003,Rutgers University,"Regional Planning and Regional Science, Brownfield Redevelopment, Local and Regional Economic Development, Globalization and Economic Restructuring",,,,,,,,
373,Rui,,Li,Rui Li,2012,Pennsylvania State University,,Cei2NNEAAAAJ,,,,,,,
374,Ryan,,Devlin,Ryan Devlin,2010,UC Berkeley,,,A5023723578,0000-0001-8845-7301,,,,,
375,Jeffrey,,Doshna,Jeffrey Doshna,2015,Rutgers University,,to9o38sAAAAJ,,,,,,,
376,Lynn,,Mandarano,Lynn Mandarano,2004,University of Pennsylvania,"Collaborative Planning Negotiations, Sustainable Communities",trL3_roAAAAJ,A5024163993,0000-0001-5477-7630,,https://researchgate.net/profile/Lynn_Mandarano,https://linkedin.com/in/lynn-mandarano-63341634,,
377,Robert,,Brown,Robert Brown,1985,University of Guelph,,uGmaJv4AAAAJ,A5019633786,0000-0001-6955-910X,,,,,
378,Xinyu,,Fu,Xinyu Fu,2018,University of Florida,,005MlWQAAAAJ,A5079648643,0000-0002-3591-4158,,,,,
379,Ivis,,Garcia,Ivis Garcia,2015,"University of Illinois, Chicago",,x45RIOYAAAAJ,,,,,,,
380,Ivy,Lingqian,Hu,Ivy Hu,2010,USC,"Transportation Planning and Policy, Land Use-transportation Relationships, Urban and Regional Economics",GfgKO2AAAAAJ,,,,,https://linkedin.com/in/lingqian-hu-9644b012,,
381,Sungmin,,Lee,Sungmin Lee,2018,Texas A&M,,Mq-u-9MAAAAJ,,,,,,,
382,Chanam,,Lee,Chanam Lee,2004,University of Washington,Active Living,B-H2Wq0AAAAJ,,,,https://researchgate.net/profile/Chanam_Lee,https://linkedin.com/in/chanam-lee-37a20442,,
383,Dongying,,Li,Dongying Li,2016,"University of Illinois, Urbana-Champaign",,ccTwEaMAAAAJ,A5031707610,0000-0002-2273-8079,,,,,
384,Wei,,Li,Wei Li,2011,UC Irvine,,-1mV8HcAAAAJ,,,,,,,
385,Michelle,,Meyer,Michelle Meyer,2013,Colorado State University,,tvPBT_MAAAAJ,A5056761586,0000-0002-8750-8178,,,,,
386,Galen,D.,Newman,Galen Newman,2010,Clemson University,,NWRrbEoAAAAJ,A5077358456,0000-0003-4277-5931,,,,,
387,Youngre,,Noh,Youngre Noh,2015,Texas A&M,,KbXwJTYAAAAJ,A5050763210,0000-0002-5971-4644,,,,,
388,Walter,G.,Peacock,Walter Peacock,1986,University of Georgia,"Sustainability, Natural Disaster Management, Quantitative Methods, Community Impact Assessment",5Jjuc0gAAAAJ,A5016323910,0000-0002-8726-4505,,https://researchgate.net/profile/Walter_Peacock/,,,
389,Thomas,W.,Sanchez,Thomas Sanchez,1996,Georgia Tech,"Transportation, Land Use, Residential Location Behavior, and Questions of Social Equity in Planning; Technology",UGzbgaIAAAAJ,A5020367679,0000-0002-8259-0088,,https://researchgate.net/profile/Thomas_Sanchez,https://linkedin.com/in/tomwsanchez,http://tomwsanchez.com/,
390,Laura,,Schmahmann,Laura Schmahmann,2025,UCLA,,_ssFG7cAAAAJ,A5064212746,,,,,,
391,Yang,,Song,Yang Song,2016,Clemson University,,I-h_YWoAAAAJ,,,,,,,
392,Shannon,,Van Zandt,Shannon Van Zandt,2004,UNC,Sustainability and Housing and Community Development,SUDDNJAAAAAJ,,,,https://researchgate.net/profile/Shannon_Van_Zandt,https://linkedin.com/in/shannon-van-zandt-5b872312,,
393,Siyu,,Yu,Siyu Yu,2019,Texas A&M,,XvwWvVMAAAAJ,,,,,,,
394,Sinan,,Zhong,Sinan Zhong,2020,Texas A&M,,6E0GShcAAAAJ,A5073686417,0000-0001-6683-0160,,,,,
395,Robert,,Bullard,Robert Bullard,1976,Iowa State University,,wvDQBB4AAAAJ,A5113834952,0000-0003-3683-1255,,,,,
396,Bumseok,,Chun,Bum Seok Chun,2011,Ohio State University,,D7vYZmQAAAAJ,A5053118505,0000-0001-7096-4743,,,,,
397,Glenn,S.,Johnson,Glenn Johnson,1996,University of Tennessee,"Environmental Justice, Environmental Policy, Emergency Response and Community Preparedness",_9COXIoAAAAJ,A5016861505,,,https://researchgate.net/profile/Glenn_Johnson5,https://linkedin.com/in/glenn-s-johnson-ph-d-925673ab,,
398,Jeffrey,,Lowe,Jeffrey Lowe,2010,Rutgers University,Community Development.,H0eHS0MAAAAJ,A5082131229,0000-0002-7739-9190,,,https://linkedin.com/in/jeffrey-lowe-38234b6,,
399,Sheri,,Smith,Sheri Smith,2002,Texas A&M,"Housing and Community Development, Infrastructure",,A5014405930,,,,,,
400,Laura,,Solitare,Laura Solitare,2003,Rutgers University,"Community Development, Environmental Justice, Brownfields",GenOUgcAAAAJ,A5001523500,,,https://researchgate.net/profile/Laura_Solitare,https://linkedin.com/in/laura-solitare-5b370584,,
401,Darrick,,Hamilton,Darrick Hamilton,1999,UNC,"Econometrics, Racial Disparities",11fhzgEAAAAJ,A5082323678,0000-0003-2080-0403,,https://researchgate.net/profile/Darrick_Hamilton,https://linkedin.com/in/darrick-hamilton-37010b15,,
402,Joseph,,Heathcott,Joseph Heathcott,2001,Indiana University,,wEi_FlMAAAAJ,A5053611157,0000-0002-8442-1667,,,,,
403,David,R.,Howell,David Howell,1982,New School for Social Research,"Labor Economics, Comparative Social Policy, Immigration.",rHvFzZUAAAAJ,,,,,,,
404,Bryna,,Sanger,Bryna Sanger,1976,Brandeis University,,GpfgZSQAAAAJ,,,,,,,
405,Alex,,Schwartz,Alex Schwartz,1989,Rutgers University,Housing and Community Development,0HRgapQAAAAJ,A5050198110,0000-0003-0613-2736,,,https://linkedin.com/in/alex-schwartz-3aa5903,,
406,Yemi,,Adediji,Yemi Adediji,2018,Rutgers University,,,A5037820459,0000-0003-2542-8938,,,,,
407,Samantha,,Biglieri,Samantha Biglieri,2019,University of Waterloo,,lb1YlBoAAAAJ,A5000903638,0000-0001-6106-5738,,,,,
408,Christopher,,DeSousa,Christopher DeSousa,2000,University of Toronto,"Environmental Planning, Sustainable Development, Urban Development, Brownfield Redevelopment Policy & Practice, Sustainability Reporting and Project Assessment, Parks & Open Space.",zRahaZUAAAAJ,,,,https://researchgate.net/profile/Christopher_De_Sousa/,,,
409,Nemoy,,Lewis,Nemoy Lewis,2018,Queen's University,,VsZAUdIAAAAJ,,,,,,,
410,Nina-Marie,,Lister,Nina-Marie Lister,1998,University of Toronto,"Urban/ex-urban Parklands, Urban Ecology, Landscape & Ecological Design, Landscape Urbanism; Edible Landscapes & Food Security, Biodiversity Conservation",X21AFaMAAAAJ,A5074461437,0000-0002-7415-5772,,,https://linkedin.com/in/nina-marie-lister-47b143a,,
411,Sneha,,Mandhan,Sneha Mandhan,2024,University of Toronto,,4_S4Zg8AAAAJ,,,,,,,
412,Shelagh,,McCartney,Shelagh McCartney,2012,Harvard University,,oHSO70gAAAAJ,A5007958586,0000-0002-4185-434X,,,https://linkedin.com/in/shelagh-mccartney-a248391,,
413,Raktim,,Mitra,Raktim Mitra,2011,University of Toronto,"Built Environment & Travel Behavior, Active Transportation & Physical Activity, Children’s Mobility, Urban Design, Urban Growth & Travel in Space-Time.",FNtreSgAAAAJ,A5019437444,0000-0001-6712-8568,,https://researchgate.net/profile/Raktim_Mitra,https://linkedin.com/in/raktimmitra,,
414,Victor,,Perez-Amado,Victor Perez-Amado,2019,Harvard University,,FIQx7OUAAAAJ,,,,,,,
415,Pamela,,Robinson,Pamela Robinson,2000,University of Toronto,"Urban Sustainability, Environmental Design, Environmental Planning, Urban Governance, Public Engagement and Progressive Pedagogy",U5H2bdUAAAAJ,A5040110065,0000-0002-7936-8988,,https://www.researchgate.net/profile/Pamela_Robinson7,https://linkedin.com/in/pamela-robinson-9681ab12,,
416,Matthias,,Sweet,Matthias Sweet,2012,University of Pennsylvania,,9nASgH4AAAAJ,A5068591529,0000-0002-3983-0699,,,,,
417,Magdalena,,Ugarte,Magdalena Ugarte,2018,University of British Columbia,,,A5084904604,,,,,,
418,Christine,,Wen,Christine Wen,2019,Cornell University,,RO4oI-8AAAAJ,,,,,,,
419,Zhixi,Cecilia,Zhuang,Zhixi Zhuang,2008,University of Waterloo,"Urban Design, Retailing, Revitalization and Urban Growth, Multicultural Planning, Immigration Settlement, Cross-cultural Studies",uH0nG6wAAAAJ,A5000871376,0000-0001-8867-3493,,,https://ca.linkedin.com/in/zhixi-cecilia-zhuang-6b354a39,,
420,Julian,,Agyeman,Julian Agyeman,1996,University of London,"Sustainable Communities, Environmental Justice, Environmental Education",gibRYHMAAAAJ,A5053377665,0000-0002-3209-5687,,,https://linkedin.com/in/julianagyeman,,
421,Mary,E.,Davis,Mary Davis,2003,University of Florida,Environmental Health,F95JTaQAAAAJ,,,,,https://linkedin.com/in/mary-davis-0539b726,,
422,Peilei,,Fan,Peilei Fan,2003,MIT,,rUiGAwgAAAAJ,A5071379250,0000-0003-4448-4281,,,,,
423,Justin,,Hollander,Justin Hollander,2007,Rutgers University,Urban Planning,jFQ8F0YAAAAJ,A5043126618,0000-0001-5148-7902,,,https://linkedin.com/in/justin-hollander-4675933,,
424,Shan,,Jiang,Shan Jiang,2015,MIT,,YzZGA_UAAAAJ,A5111771495,0000-0003-4736-4680,,,,,
425,Hassaan,Furqan,Khan,Hassaan Furqan Khan,2019,University of Massachusetts-Amherst,,,A5054538334,0000-0001-9059-8779,,,,,
426,Shomon,,Shamsuddin,Shomon Shamsuddin,2013,MIT,,9L3ZVM4AAAAJ,A5006976714,,,,,,
427,Kristin,,Skrabut,Kristin Skrabut,2014,Brown University,,4JcITvcAAAAJ,A5057091472,0009-0000-3636-8999,,,,,
428,Fallon,,Aidoo,Fallon Samuels Aidoo,2017,Harvard University,,znN_wjIAAAAJ,,,,,,,
429,Aarthi,,Janakiraman,Aarthi Janakiraman,2024,MIT,,O0B28P8AAAAJ,,,,,,,
430,Jesse,,Keenan,Jesse Keenan,2015,Delft University of Technology,,pW6ezM8AAAAJ,A5030324210,0000-0003-4058-1682,,,,,
431,Yeonhwa,,Lee,Yeonhwa Lee,2023,University of Pennsylvania,,ZjNTLiwAAAAJ,A5017256963,0000-0002-1649-3271,,,,,
432,John,,Renne,John Renne,2005,Rutgers University,,mMAhI9IAAAAJ,A5004581820,0000-0002-1554-7557,,,,,
433,Charisma,,Acey,Charisma Acey,2009,UCLA,"International Development, Social Equity, Governance, Poverty",t3fTZggAAAAJ,A5091827076,0000-0002-4074-2717,,https://researchgate.net/profile/Charisma_Acey,https://linkedin.com/in/aceycharisma,,
434,Sai,,Balakrishnan,Sai Balakrishnan,2014,Harvard University,,,A5007867132,0000-0002-2468-0018,,,,,
435,Teresa,,Caldeira,Teresa Caldeira,1980,UC Berkeley,,psu2IAcAAAAJ,,,,,,,
436,Daniel,G.,Chatman,Daniel Chatman,2005,UCLA,"Transportation, Land Use, Economic Development, Smart Growth",DUDe9-QAAAAJ,A5023437450,0000-0001-5475-8544,,https://researchgate.net/profile/Daniel_Chatman,https://linkedin.com/in/daniel-chatman-a3362178,,
437,Stephen,,Collier,Stephen Collier,2001,UC Berkeley,,PTbCmfEAAAAJ,A5110561934,,,,,,
438,Jason,,Corburn,Jason Corburn,2002,MIT,Environmental Policy & Planning; Environmental Health; Urban Environmental Justice; Social & Spatial Epidemiology; Health Impact Assessment; Science & Technology Studies; Social Theory; Environmental Dispute Resolution,l2_HUikAAAAJ,A5062231279,0000-0002-2160-348X,,https://researchgate.net/profile/Jason_Corburn,https://linkedin.com/in/jason-corburn-5036499,,
439,Karen,,Frick,Karen Frick,2005,UC Berkeley,,FbqhZ9AAAAAJ,A5068393300,0000-0001-8104-7254,,,,,
440,Marta,,Gonzalez,Marta Gonzalez,2006,Stuttgart University,,YAGjro8AAAAJ,A5111672074,0000-0002-8482-0318,,,,,
441,Zoe,,Hamstead,Zoe Hamstead,2016,The New School,,0NcBk8UAAAAJ,A5010280554,0000-0003-4104-2373,,,,,
442,Justin,,Hosbey,Justin Hosbey,2016,University of Florida,"Cultural and political economy of racism, Black ecologies, racial capitalism, digital and spatial humanities",,A5054351690,0000-0003-0947-4002,,,,,
443,Zachary,,Lamb,Zachary Lamb,2018,MIT,,RXZEj-YAAAAJ,A5017673186,0000-0001-6701-3728,,,,,
444,Elizabeth,,Macdonald,Elizabeth Macdonald,1999,UC Berkeley,"Urban Design Theory, History of Urban Design and Urban Form, Public Space Design, and Environmental Behavior Research, Street Design",v4p_U2MAAAAJ,,,,,https://linkedin.com/in/elizabeth-macdonald-2907b73a,,
445,Carolina,K.,Reid,Carolina Reid,2004,University of Washington,"Housing Policy and Affordable Housing, Urban Poverty and Inequality, Community Development, Land Tenure Rights, Sustainable Development.",Q5V6-2MAAAAJ,A5082612952,0000-0002-1315-6413,,,https://linkedin.com/in/carolina-reid-02467010,,
446,Daniel,,Rodriguez,Daniel Rodriguez,2000,University of Michigan,"Transportation & Land Use Policy, Urban Spatial Structure, Traveler Behavior, Public Health & Safety",YmyOoaYAAAAJ,,,,https://researchgate.net/profile/Daniel_Rodriguez87,https://linkedin.com/in/daniel-rodriguez-81657633,,
447,Dominic,,Bednar,Dominic Bednar,2021,University of Michigan,,Z0nJlToAAAAJ,A5006024741,0000-0002-1662-2643,,,,,
448,Ajay,M.,Garde,Ajay Garde,2003,USC,"Urban Design, Urban Form, Sustainable Growth, Physical Planning",6M-FNBEAAAAJ,A5016750586,0000-0001-5558-059X,,,,,
449,Jessica,,Garrison,Jessica Garrison,2016,MIT,,,A5075993456,0000-0001-9601-4375,,,,,
450,Douglas,,Houston,Douglas Houston,2005,UCLA,"Transportation, Air Quality, Urban Inequality, Environmental Equity, Spatial Analysis",zISdnLwAAAAJ,A5002295904,0000-0002-3901-6072,,,,,
451,Hun,,Kim,Hun Kim,2015,UC Berkeley,,,,,,,,,
452,Jae,Hong,Kim,Jae Hong Kim,2010,University of Illinois,"Land Development, Local & Regional Economies, Transportation, Business Location Decisions",DH8FiDAAAAAJ,A5023008694,0000-0001-9365-4326,,,https://linkedin.com/in/jae-hong-kim-902b4578,,
453,Eli,,Knaap,Eli Knaap,2016,University of Maryland,,,,,,,,,
454,Mukul,,Kumar,Mukul Kumar,2021,UC Berkeley,,LGBwO3oAAAAJ,A5046183995,0000-0001-8905-8927,,,,,
455,William,,Lester,William Lester,2009,UC Berkeley,"Economic Development, Labor Economics, Urban Politics",Ewp2vKYAAAAJ,,,,https://researchgate.net/profile/T_Lester,https://linkedin.com/in/bill-lester-0564735?authType=NAME_SEARCH&authToken=htSm&locale=en_US&srchid=3569073011462609180161&srchindex=1&srchtotal=1&trk=vsrp_people_res_name&trkInfo=VSRPsearchId%3A3569073011462609180161%2CVSRPtargetId%3A16075650%2CVSRPcmpt%3Aprimary%2CVSRPnm%3Atrue%2CauthType%3ANAME_SEARCH,,
456,Nicholas,J.,Marantz,Nicholas Marantz,2014,MIT,,krBpDDUAAAAJ,A5067895618,0000-0003-2565-6885,,,,,
457,Richard,A.,Matthew,Richard Matthew,1993,Princeton University,"Environmental Change, Conflict and Security, Sustainable Development, Global Governance, Urban Security.",RBU0xkYAAAAJ,,,,,https://linkedin.com/in/richard-matthew-62755b9,,
458,Michael,,Mendez,Michael Mendez,2015,UC Berkeley,"Climate change, environmental justice, public health, urban planning, environmental policy",aEcI3P0AAAAJ,,,,,,,
459,Walter,,Nicholls,Walter Nicholls,2004,UCLA,,O6q8ZLQAAAAJ,A5068769820,0000-0003-4589-5082,,,,,
460,Virginia,,Parks,Virginia Parks,2002,UCLA,"Urban Inequality, Urban Labor Markets, Labor, Community Organizing and Development, Racial Inequality, Immigration",UH054roAAAAJ,A5044336064,0000-0002-7595-9596,,,,,
461,Seth,,Pipkin,Seth Pipkin,2012,MIT,,,A5091570819,0000-0002-9482-008X,,https://researchgate.net/profile/Seth_Pipkin,https://linkedin.com/in/seth-pipkin-27328239,,
462,Maria,,Rendon,Maria Rendon,2009,Harvard University,"Urban Policy, Community Empowerment, Social Justice",uF5PRRcAAAAJ,A5029971956,0000-0001-9334-9508,,,https://linkedin.com/in/maria-rendon-40148b8b,,
463,Alejandra,,Reyes,Alejandra Reyes,2019,"University of Texas, Austin",,dNUYoDUAAAAJ,A5068076596,0000-0001-9845-5000,,,,,
464,Nicola,,Ulibarri,Nicola Ulibarri,2015,Stanford University,,kVoSdycAAAAJ,A5042344499,0000-0001-6238-9056,,,,,
465,Abigail,,Andrews,Abigail Andrews,2014,UC Berkeley,,haBJXXsAAAAJ,A5081313168,0000-0001-5946-2187,,,,,
466,John,,Arroyo,John Arroyo,2018,MIT,,,A5054671512,,,,,,
467,Deepti,,Chatti,Deepti Chatti,2019,Yale,,,,,,,,,
468,Caroline,,Collins,Caroline Collins,2019,UC San Diego,,,A5109502482,,,,,,
469,Lawrence,,Frank,Lawrence Frank,1993,University of Washington,,sF_AKKQAAAAJ,,,,,,,
470,Guadalupe,,Garcia,Guadalupe Garcia,2016,UNC,,,,,,,,,
471,Nancy,,Kwak,Nancy Kwak,2016,Columbia University,,,A5045554982,0000-0001-6429-195X,,,,,
472,Amy,,Lerner,Amy Lerner,2011,UCSB,,Ud4ENSQAAAAJ,A5013784517,0000-0001-7033-248X,,,,,
473,Isaac,,Martin,Isaac Martin,2003,UC Berkeley,,9VwAZ8cAAAAJ,A5084146449,0000-0002-7470-636X,,,,,
474,Kelema,,Moses,Kelema Moses,2015,Pennsylvania State University,,,A5022535388,0000-0002-1695-7726,,,,,
475,Mai,,Nguyen,Mai Nguyen,2004,UC Irvine,,zpYl8EcAAAAJ,A5101845660,0000-0001-8006-4028,,,,,
476,Keith,,Pezzoli,Keith Pezzoli,1990,UCLA,,2hoi_p4AAAAJ,A5074296381,0000-0003-2137-0345,,,,,
477,Mirle,,Rabinowitz Bussell,Mirle Rabinowitz Bussell,1999,UCLA,,NZXc5asAAAAJ,A5043457683,,,,,,
478,Nora,,Schwaller,Nora Schwaller,2022,UNC,,j8kdmdEAAAAJ,A5056126180,0000-0002-2244-5735,,,,,
479,Feiyang,,Sun,Feiyang Sun,2021,University of Washington,,gZDjZuMAAAAJ,,,,,,,
480,Behram,,Wali,Behram Wali,2018,University of Tennessee,,,A5088378121,0000-0001-9969-7503,,,,,
481,Teo,,Wickland,Teo Wickland,2021,UCLA,,S-LfLs8AAAAJ,,,,,,,
482,Amada,,Armenta,Amada Armenta,2011,UCLA,,96LNqvkAAAAJ,A5037282093,0000-0001-9878-0954,,,,,
483,Evelyn,,Blumenberg,Evelyn Blumenberg,1995,UCLA,"Urban Poverty and Low Wage Labor Markets, Social Policy and Planning, Social Economic Inequality, Gender and Planning",f--ZeF4AAAAJ,,,,https://researchgate.net/profile/Evelyn_Blumenberg/,https://linkedin.com/in/evelyn-blumenberg-b433b89,,
484,Dana,,Cuff,Dana Cuff,1982,UC Berkeley,,,A5006211309,0000-0003-2587-0523,,,,,
485,Kian,,Goh,Kian Goh,2015,MIT,,FvVr6oAAAAAJ,A5015134244,0000-0003-1830-2392,,,,,
486,Susanna,B.,Hecht,Susanna Hecht,1982,UC Berkeley,,yWNwg7gAAAAJ,A5039374607,0000-0002-4345-792X,,https://researchgate.net/profile/Susanna_Hecht,https://linkedin.com/in/susanna-hecht-32138913,,
487,Veronica,,Herrera,Veronica Herrera,2011,UC Berkeley,,pkWm4ZAAAAAJ,A5019884284,0000-0003-4935-1226,,,,,
488,Minjee,,Kim,Minjee Kim,2018,MIT,,V13wjL8AAAAJ,A5078630282,0000-0001-7087-5847,,,,,
489,Liz,,Koslov,Liz Koslov,2017,New York University,,nQDpRdAAAAAJ,A5006936366,0000-0002-0076-791X,,,,,
490,Michael,,Lens,Michael Lens,2011,NYU,"Affordable Housing, Crime, Applied Econometric Methods",BNAax5UAAAAJ,A5030486202,0000-0002-4693-3370,,https://researchgate.net/profile/Michael_Lens,https://linkedin.com/in/michael-lens-a0b4a8,,
